IDgroup,GroupMembers,Name_Last,Ocurrence_LastName,HomePlanet,CryoSleep,Destination,Age,VIP,ExpRS,ExpFC,ExpSM,ExpSpa,ExpVR,Cabin_Deck,Cabin_num,Cabin_isPort,ExpTotal,Exp_zero,Transported
4027,1,Patthews,9.0,Earth,1.0,PSO,29,0.0,0,0,0,0,0,G,659,1.0,0,True,True
4030,5,Flowensley,10.0,Earth,0.0,Trappist,2,0.0,0,0,0,0,0,G,661,0.0,0,True,True
4030,5,Carpennels,9.0,Earth,1.0,Trappist,10,0.0,0,0,0,0,0,G,696,0.0,0,True,False
4030,5,Carpennels,9.0,Earth,0.0,Trappist,0,0.0,0,0,0,0,0,G,661,0.0,0,True,False
4030,5,Carpennels,9.0,Earth,1.0,Trappist,21,0.0,0,0,0,0,0,G,661,0.0,0,True,False
4030,5,Carpennels,9.0,Earth,0.0,Trappist,8,0.0,0,0,0,0,0,G,661,0.0,0,True,False
4031,2,Listive,8.0,Europa,1.0,Cancri,32,0.0,0,0,0,0,0,C,131,1.0,0,True,True
4031,2,Listive,8.0,Europa,1.0,Trappist,27,0.0,0,0,0,0,0,C,131,1.0,0,True,True
4032,1,Waltonnedy,10.0,Earth,1.0,PSO,13,0.0,0,0,0,0,0,G,661,1.0,0,True,True
4033,1,Windend,3.0,Europa,0.0,Cancri,49,0.0,2025,7167,0,2456,47,C,144,0.0,11695,False,True
4034,1,Kité,4.0,Mars,1.0,Trappist,38,0.0,0,0,0,0,0,E,247,1.0,0,True,False
4035,1,Bryants,6.0,Earth,1.0,Cancri,21,0.0,0,0,0,0,0,G,662,1.0,0,True,True
4036,1,Evedorsen,4.0,Earth,0.0,Trappist,22,0.0,7,61,110,708,0,G,662,0.0,886,False,False
4037,1,Gardsondez,7.0,Earth,1.0,PSO,14,0.0,0,0,0,0,0,G,663,0.0,0,True,True
4038,1,Reenez,11.0,Earth,1.0,PSO,24,0.0,0,0,0,0,0,G,664,0.0,0,True,False
4039,1,Tersimpson,9.0,Earth,0.0,Trappist,24,0.0,714,0,4,49,11,F,764,0.0,778,False,False
4040,1,Micknightt,6.0,Earth,1.0,Trappist,34,0.0,0,0,0,0,0,G,663,1.0,0,True,False
4042,3,Stewder,4.0,Europa,0.0,Trappist,1,0.0,0,0,0,0,0,A,46,0.0,0,True,True
4042,3,Stewder,4.0,Europa,1.0,Cancri,32,0.0,0,0,0,0,0,A,46,0.0,0,True,True
4042,3,Stewder,4.0,Europa,1.0,Cancri,26,0.0,0,0,0,0,0,A,46,0.0,0,True,True
4043,1,Mirandry,6.0,Earth,0.0,Trappist,29,0.0,0,0,0,32,1577,E,248,1.0,1609,False,False
4044,3,Can,2.0,Mars,0.0,Trappist,32,0.0,536,0,736,118,0,F,765,0.0,1390,False,False
4044,3,,,Mars,0.0,Trappist,2,0.0,0,0,0,0,0,F,765,0.0,0,True,True
4044,3,Can,2.0,Mars,1.0,Trappist,10,0.0,0,0,0,0,0,F,765,0.0,0,True,True
4045,1,Wist,5.0,Mars,0.0,Trappist,49,0.0,1417,0,531,1348,192,D,135,1.0,3488,False,False
4046,1,Santantines,9.0,Earth,1.0,PSO,14,0.0,0,0,0,0,0,G,664,1.0,0,True,True
4047,1,Rivanseney,5.0,Earth,1.0,Trappist,29,0.0,0,0,0,0,0,G,666,0.0,0,True,True
4049,1,Pokematic,5.0,Europa,1.0,Cancri,25,0.0,0,0,0,0,0,A,47,0.0,0,True,False
4050,1,Dissper,4.0,Europa,0.0,Cancri,36,0.0,0,1302,0,2067,10173,A,35,1.0,13542,False,False
4053,1,Midtt,6.0,Earth,1.0,Trappist,22,0.0,0,0,0,0,0,G,668,0.0,0,True,True
4055,1,Mirandry,6.0,Earth,0.0,Trappist,21,0.0,3,34,600,0,8,F,836,1.0,645,False,False
4058,1,Hinesh,7.0,Earth,0.0,Trappist,36,0.0,437,442,0,2,1,G,669,0.0,882,False,False
4060,1,Barrelliver,5.0,Earth,0.0,Trappist,54,0.0,880,2,531,2,0,F,838,1.0,1415,False,False
4061,3,Kashe,7.0,Mars,0.0,Trappist,30,0.0,1851,0,378,0,155,D,130,0.0,2384,False,False
4061,3,Kashe,7.0,Mars,1.0,Trappist,0,0.0,0,0,0,0,0,F,766,0.0,0,True,True
4061,3,,,Mars,1.0,Trappist,1,0.0,0,0,0,0,0,F,766,0.0,0,True,True
4063,1,Mcfaddennon,7.0,Earth,1.0,Trappist,42,0.0,0,0,0,0,0,G,670,0.0,0,True,True
4064,1,Dillips,10.0,Earth,0.0,Trappist,47,0.0,939,1477,91,0,0,F,767,0.0,2507,False,True
4065,1,Olshaffey,4.0,Earth,0.0,Trappist,25,0.0,1339,1,360,0,0,G,665,1.0,1700,False,False
4066,2,Objeciane,6.0,Europa,0.0,Cancri,18,0.0,0,30,0,67,2790,B,155,0.0,2887,False,False
4066,2,Objeciane,6.0,Europa,1.0,Trappist,22,0.0,0,0,0,0,0,B,155,0.0,0,True,True
4068,1,Pirejus,11.0,Europa,0.0,Trappist,27,0.0,40,1381,0,148,2181,D,131,0.0,3750,False,False
4069,1,Chenson,2.0,Earth,0.0,Cancri,24,0.0,0,0,2433,0,53,F,768,0.0,2486,False,True
4071,2,Watuald,5.0,Europa,1.0,Trappist,32,0.0,0,0,0,0,0,B,127,1.0,0,True,True
4071,2,Watuald,5.0,Europa,1.0,Cancri,22,0.0,0,0,0,0,0,B,127,1.0,0,True,True
4072,1,Chasey,2.0,Earth,1.0,Trappist,60,0.0,0,0,0,0,0,G,671,0.0,0,True,True
4075,1,Nateansive,4.0,Europa,0.0,Trappist,38,0.0,1901,1276,0,7561,12,C,145,0.0,10750,False,False
4076,1,Guezaley,6.0,Earth,0.0,Trappist,23,0.0,1616,0,1,0,2,E,250,1.0,1619,False,False
4078,1,Coley,5.0,Earth,1.0,Trappist,21,0.0,0,0,0,0,0,G,667,1.0,0,True,False
4079,1,Upead,7.0,Mars,0.0,Cancri,55,0.0,1680,0,1,0,6,F,771,0.0,1687,False,False
4080,1,Sancasey,15.0,Earth,0.0,Cancri,20,0.0,719,0,10,0,0,F,839,1.0,729,False,False
4081,1,Penashley,2.0,Earth,0.0,Cancri,50,0.0,451,132,195,31,0,G,668,1.0,809,False,False
4082,1,Cres,5.0,Mars,0.0,Trappist,22,0.0,0,0,0,0,0,E,252,1.0,0,True,False
4083,1,Clarty,2.0,Europa,0.0,Trappist,21,0.0,0,6190,1828,7,35,C,146,0.0,8060,False,True
4084,1,Rentruing,1.0,Europa,0.0,Trappist,26,0.0,0,1549,0,0,766,D,132,0.0,2315,False,True
4089,1,Tachor,3.0,Europa,0.0,Trappist,36,0.0,0,2177,0,1097,144,A,48,0.0,3418,False,True
4090,1,Ruica,3.0,Mars,0.0,Trappist,46,0.0,227,0,1546,3,2,D,133,0.0,1778,False,True
4091,1,Pecketton,5.0,Earth,0.0,Trappist,26,0.0,0,586,1,0,58,F,772,0.0,645,False,True
4093,1,Valexandez,8.0,Earth,0.0,Trappist,24,0.0,0,20,0,14,659,F,841,1.0,693,False,False
4095,1,Romez,5.0,Earth,0.0,Cancri,14,0.0,834,1080,3,183,208,G,671,1.0,2308,False,False
4096,1,Vicke,2.0,Mars,0.0,Trappist,46,0.0,949,0,128,3,41,F,842,1.0,1121,False,True
4097,1,Weavesend,9.0,Earth,0.0,Trappist,15,0.0,0,840,123,0,20,E,253,1.0,983,False,False
4098,1,Vanglis,5.0,Earth,1.0,Trappist,30,0.0,0,0,0,0,0,G,672,1.0,0,True,False
4099,1,Fryersonis,14.0,Earth,1.0,Trappist,23,0.0,0,0,0,0,0,G,673,1.0,0,True,True
4101,1,Rapie,8.0,Mars,0.0,Trappist,38,0.0,1100,43,163,3,0,F,773,0.0,1309,False,False
4102,1,Whetedy,2.0,Europa,1.0,Trappist,48,0.0,0,0,0,0,0,B,128,1.0,0,True,True
4103,1,Sterreray,9.0,Earth,1.0,Trappist,31,0.0,0,0,0,0,0,G,674,1.0,0,True,False
4104,1,Gallard,10.0,Earth,0.0,Trappist,41,0.0,1025,0,0,0,0,G,675,1.0,1025,False,False
4106,1,Harmond,6.0,Earth,0.0,Trappist,43,0.0,0,831,78,0,0,G,675,0.0,909,False,True
4107,1,Rocholton,6.0,Earth,0.0,Trappist,23,0.0,0,0,489,5,276,G,676,0.0,770,False,False
4108,2,Aroodint,6.0,Europa,1.0,Cancri,48,0.0,0,0,0,0,0,B,158,0.0,0,True,True
4108,2,Aroodint,6.0,Europa,0.0,Trappist,47,0.0,27,2651,538,18,0,B,158,0.0,3234,False,True
4109,1,Beangley,5.0,Earth,0.0,Trappist,19,0.0,169,399,356,97,0,F,843,1.0,1021,False,True
4110,1,Rosargas,1.0,Earth,0.0,Trappist,25,0.0,0,38,0,847,112,E,255,1.0,997,False,False
4112,1,Rasmussony,5.0,Earth,1.0,Trappist,28,0.0,0,0,0,0,0,G,678,0.0,0,True,True
4113,2,Bradiary,5.0,Europa,1.0,Cancri,16,0.0,0,0,0,0,0,B,129,1.0,0,True,True
4113,2,Bradiary,5.0,Europa,0.0,Trappist,45,0.0,0,2524,0,166,1,B,129,1.0,2691,False,True
4114,1,Porté,6.0,Mars,1.0,Trappist,31,0.0,0,0,0,0,0,E,270,0.0,0,True,True
4115,1,Wagnerray,13.0,Earth,1.0,PSO,19,0.0,0,0,0,0,0,G,679,0.0,0,True,False
4116,1,Torrez,14.0,Earth,0.0,Trappist,21,0.0,40,0,736,0,0,F,774,0.0,776,False,True
4120,1,Pentss,9.0,Earth,1.0,PSO,23,0.0,0,0,0,0,0,G,680,0.0,0,True,False
4125,1,Watkinsley,5.0,Earth,1.0,PSO,22,0.0,0,0,0,0,0,G,677,1.0,0,True,True
4127,1,Ainserfle,12.0,Europa,0.0,Trappist,23,0.0,0,0,0,0,733,B,130,1.0,733,False,True
4128,3,Pare,5.0,Mars,0.0,Trappist,54,1.0,111,0,1144,8,23,F,846,1.0,1286,False,False
4128,3,Pare,5.0,Mars,0.0,Trappist,0,0.0,0,0,0,0,0,F,846,1.0,0,True,True
4128,3,Pare,5.0,Mars,1.0,Trappist,4,0.0,0,0,0,0,0,F,846,1.0,0,True,True
4129,1,Matts,11.0,Earth,0.0,Trappist,23,0.0,15,1,777,3,3,F,847,1.0,799,False,False
4130,1,Merte,6.0,Mars,1.0,Trappist,19,0.0,0,0,0,0,0,F,922,0.0,0,True,True
4131,1,Pokematic,5.0,Europa,1.0,Trappist,34,0.0,0,0,0,0,0,C,147,0.0,0,True,True
4132,1,Norry,3.0,Earth,1.0,Cancri,18,0.0,0,0,0,0,0,G,678,1.0,0,True,False
4134,1,Datty,4.0,Mars,1.0,Trappist,40,0.0,0,0,0,0,0,E,296,0.0,0,True,True
4135,1,Merte,6.0,Mars,0.0,Trappist,58,0.0,850,0,22,1493,0,F,777,0.0,2365,False,False
4137,1,Rocknight,10.0,Earth,0.0,Cancri,39,0.0,664,0,0,40,0,F,778,0.0,704,False,False
4140,1,Fitzgerson,8.0,Earth,0.0,PSO,23,0.0,40,15,30,0,637,F,851,1.0,722,False,False
4141,1,Philliames,6.0,Earth,0.0,Trappist,11,0.0,0,0,0,0,0,G,679,1.0,0,True,False
4142,1,Deryplinet,1.0,Europa,1.0,Trappist,43,0.0,0,0,0,0,0,C,148,0.0,0,True,True
4143,1,Buncy,4.0,Mars,1.0,Trappist,29,0.0,0,0,0,0,0,E,258,1.0,0,True,False
4144,1,Guerson,14.0,Earth,0.0,Trappist,36,0.0,19,476,0,5,290,E,259,1.0,790,False,False
4145,1,Herry,3.0,Earth,0.0,PSO,13,0.0,16,0,87,544,0,F,852,1.0,647,False,False
4147,2,Lendly,4.0,Europa,0.0,Trappist,54,0.0,0,1821,0,3200,0,C,149,0.0,5021,False,True
4147,2,Lendly,4.0,Europa,1.0,Trappist,45,0.0,0,0,0,0,0,C,149,0.0,0,True,True
4149,1,Saundez,4.0,Earth,0.0,Cancri,33,0.0,135,0,589,2,255,G,682,1.0,981,False,True
4150,1,Weaves,9.0,Earth,0.0,Trappist,46,0.0,0,1029,0,0,0,F,780,0.0,1029,False,True
4151,1,Loverceson,9.0,Earth,1.0,Cancri,15,0.0,0,0,0,0,0,G,683,1.0,0,True,True
4152,1,Wonglasquez,4.0,Earth,0.0,Trappist,35,0.0,89,0,0,545,0,F,853,1.0,634,False,False
4154,1,Gelte,5.0,Mars,1.0,Trappist,23,0.0,0,0,0,0,0,F,781,0.0,0,True,True
4156,1,Watkinsley,5.0,Earth,1.0,Cancri,15,0.0,0,0,0,0,0,G,684,1.0,0,True,False
4158,1,Noeley,5.0,Earth,0.0,Trappist,27,0.0,0,0,580,211,0,E,273,0.0,791,False,False
4159,1,Harperez,5.0,Earth,0.0,Trappist,15,0.0,245,2,15,5,842,F,782,0.0,1109,False,False
4160,1,,,Mars,0.0,Trappist,27,1.0,661,503,991,46,0,F,783,0.0,2201,False,True
4163,1,Woodwinton,4.0,Earth,1.0,Cancri,16,0.0,0,0,0,0,0,G,683,0.0,0,True,True
4165,1,Logannon,14.0,Earth,0.0,Trappist,37,0.0,246,0,703,5,0,G,685,1.0,954,False,True
4166,2,Stacketent,2.0,Europa,1.0,Cancri,45,0.0,0,0,0,0,0,B,132,1.0,0,True,True
4166,2,Stacketent,2.0,Europa,0.0,Cancri,58,1.0,0,279,3627,122,30,B,132,1.0,4058,False,True
4167,1,Deckerson,7.0,Earth,0.0,PSO,29,0.0,0,440,0,0,334,G,696,0.0,774,False,False
4168,2,Deckerson,7.0,Earth,0.0,Trappist,38,0.0,0,18,30,0,832,F,855,1.0,880,False,False
4168,2,Deckerson,7.0,Earth,0.0,Trappist,28,0.0,0,241,6,0,542,E,260,1.0,789,False,False
4169,2,Susent,7.0,Europa,1.0,Trappist,47,0.0,0,0,0,0,0,D,140,1.0,0,True,True
4169,2,Susent,7.0,Europa,0.0,Trappist,41,0.0,0,1562,0,2,16,D,140,1.0,1580,False,True
4170,1,Pirejus,11.0,Europa,1.0,Trappist,28,0.0,0,0,0,0,0,B,133,1.0,0,True,True
4171,1,Mclardson,17.0,Earth,1.0,Trappist,23,0.0,0,0,0,0,0,G,686,1.0,0,True,False
4172,7,Flell,10.0,Mars,1.0,Trappist,24,0.0,0,0,0,0,0,F,856,1.0,0,True,True
4172,7,Flell,10.0,Mars,0.0,Trappist,58,0.0,12,0,186,2436,4,F,856,1.0,2638,False,False
4172,7,Flell,10.0,Mars,1.0,Trappist,36,0.0,0,0,0,0,0,F,856,1.0,0,True,True
4172,7,Facle,3.0,Mars,0.0,Cancri,24,0.0,1363,0,50,0,0,F,856,1.0,1413,False,False
4172,7,Flell,10.0,Mars,0.0,Trappist,56,0.0,128,0,959,0,42,F,856,1.0,1129,False,False
4172,7,Flell,10.0,Mars,1.0,Trappist,15,0.0,0,0,0,0,0,F,856,1.0,0,True,True
4172,7,Flell,10.0,Mars,0.0,Trappist,19,0.0,154,170,2074,0,0,D,141,1.0,2398,False,True
4173,1,Meleon,6.0,Earth,0.0,Trappist,27,0.0,0,0,0,658,133,E,261,1.0,791,False,False
4174,1,Armstromez,7.0,Earth,0.0,Trappist,47,0.0,59,1,327,557,0,F,857,1.0,944,False,False
4175,1,Burnerez,9.0,Earth,0.0,Cancri,37,0.0,0,89,15,20,592,F,858,1.0,716,False,False
4176,7,Fla,11.0,Mars,1.0,Trappist,39,0.0,0,0,0,0,0,F,859,1.0,0,True,True
4176,7,Opité,6.0,Mars,1.0,Trappist,20,0.0,0,0,0,0,0,F,859,1.0,0,True,True
4176,7,Opité,6.0,Mars,0.0,Trappist,20,0.0,760,0,742,352,0,F,859,1.0,1854,False,True
4176,7,Fla,11.0,Mars,0.0,Trappist,38,0.0,490,663,358,855,0,F,859,1.0,2366,False,False
4176,7,Fla,11.0,Mars,0.0,Trappist,46,0.0,247,0,418,480,36,D,142,1.0,1181,False,False
4176,7,Fla,11.0,Mars,1.0,Trappist,13,0.0,0,0,0,0,0,F,859,1.0,0,True,True
4176,7,Fla,11.0,Mars,0.0,Cancri,24,0.0,612,326,46,87,0,F,859,1.0,1071,False,True
4177,3,Witalnerod,4.0,Europa,1.0,Trappist,32,0.0,0,0,0,0,0,B,161,0.0,0,True,True
4177,3,Foraud,9.0,Europa,1.0,Cancri,32,0.0,0,0,0,0,0,B,161,0.0,0,True,True
4177,3,Foraud,9.0,Europa,0.0,Cancri,44,0.0,36,588,0,1675,3597,B,161,0.0,5896,False,False
4178,1,Sweenez,6.0,Earth,0.0,Trappist,19,0.0,0,0,4,6,773,G,687,1.0,783,False,False
4179,2,,,Europa,0.0,Trappist,30,1.0,0,1172,183,91,0,A,50,0.0,1446,False,True
4179,2,Pleele,3.0,Europa,1.0,Trappist,23,0.0,0,0,0,0,0,A,50,0.0,0,True,True
4181,6,Frattyring,6.0,Europa,0.0,Trappist,4,0.0,0,0,0,0,0,C,133,1.0,0,True,True
4181,6,Frattyring,6.0,Europa,0.0,Trappist,0,0.0,0,0,0,0,0,C,133,1.0,0,True,True
4181,6,Frattyring,6.0,Europa,1.0,Trappist,17,0.0,0,0,0,0,0,E,315,1.0,0,True,True
4181,6,Frattyring,6.0,Europa,1.0,Trappist,44,0.0,0,0,0,0,0,C,133,1.0,0,True,True
4181,6,Frattyring,6.0,Europa,0.0,Cancri,31,0.0,2,8747,0,4840,14485,C,133,1.0,28074,False,False
4181,6,Frattyring,6.0,Europa,0.0,Cancri,41,1.0,0,9463,0,1022,1562,C,133,1.0,12047,False,True
4182,3,Tabloory,7.0,Europa,0.0,Cancri,33,0.0,0,2020,0,1817,182,A,51,0.0,4019,False,False
4182,3,,,Europa,0.0,Trappist,43,0.0,0,124,0,3975,186,A,51,0.0,4285,False,False
4182,3,Tabloory,7.0,Europa,0.0,Cancri,43,1.0,0,3172,0,26,4376,A,51,0.0,7574,False,False
4183,1,Bootez,7.0,Earth,0.0,Trappist,36,0.0,1367,108,111,0,77,F,784,0.0,1663,False,False
4184,1,Wilsoney,12.0,Earth,0.0,Cancri,19,0.0,558,0,353,0,8,F,860,1.0,919,False,False
4185,1,Waderoachez,9.0,Earth,0.0,Trappist,24,0.0,0,1725,0,0,0,G,688,1.0,1725,False,True
4186,1,Dickley,16.0,Earth,1.0,Cancri,17,0.0,0,0,0,0,0,G,685,0.0,0,True,True
4188,1,Fowlesterez,18.0,Earth,0.0,Trappist,23,0.0,1277,84,0,240,598,F,861,1.0,2199,False,True
4189,1,Petermandez,3.0,Earth,0.0,Cancri,17,0.0,558,0,3,0,1226,G,686,0.0,1787,False,False
4191,1,Dun,5.0,Mars,0.0,Trappist,18,0.0,950,1,236,754,0,D,135,0.0,1941,False,False
4194,1,Kité,4.0,Mars,1.0,Cancri,34,0.0,0,0,0,0,0,F,862,1.0,0,True,True
4196,1,Jacostaney,10.0,Earth,1.0,Trappist,13,0.0,0,0,0,0,0,G,688,0.0,0,True,True
4197,3,Cooks,7.0,Earth,0.0,Trappist,66,0.0,610,2549,0,17,0,F,786,0.0,3176,False,True
4197,3,Cooks,7.0,Earth,0.0,Trappist,27,0.0,0,867,0,128,363,F,786,0.0,1358,False,True
4197,3,Cooks,7.0,Earth,0.0,Trappist,19,0.0,1620,0,4,0,82,G,689,0.0,1706,False,False
4199,1,Howenters,6.0,Earth,0.0,Trappist,55,0.0,0,198,703,1,0,F,787,0.0,902,False,True
4203,1,Flé,8.0,Mars,0.0,Trappist,40,0.0,0,0,1,293,667,D,143,1.0,961,False,False
4204,3,Avisnydes,7.0,Earth,1.0,PSO,23,0.0,0,0,0,0,0,G,691,1.0,0,True,True
4204,3,Avisnydes,7.0,Earth,0.0,Trappist,7,0.0,0,0,0,0,0,G,691,1.0,0,True,False
4204,3,Avisnydes,7.0,Earth,1.0,Trappist,12,0.0,0,0,0,0,0,G,691,1.0,0,True,True
4205,1,Dillips,10.0,Earth,0.0,Trappist,37,0.0,0,886,0,58,441,F,789,0.0,1385,False,False
4206,1,Bucknersony,6.0,Earth,0.0,Trappist,22,0.0,0,13,524,7,0,F,865,1.0,544,False,False
4207,2,Perable,4.0,Europa,1.0,Trappist,25,0.0,0,0,0,0,0,B,163,0.0,0,True,True
4207,2,Perable,4.0,Europa,1.0,Cancri,46,0.0,0,0,0,0,0,B,163,0.0,0,True,True
4208,1,Jaff,7.0,Mars,0.0,Cancri,37,0.0,326,0,455,2,0,D,144,1.0,783,False,False
4210,2,Siccertful,5.0,Europa,1.0,Cancri,50,0.0,0,0,0,0,0,C,151,0.0,0,True,True
4210,2,Siccertful,5.0,Europa,1.0,Cancri,28,0.0,0,0,0,0,0,C,151,0.0,0,True,True
4211,1,Covale,2.0,Europa,1.0,Trappist,26,0.0,0,0,0,0,0,C,134,1.0,0,True,True
4212,1,Yanton,8.0,Earth,1.0,Trappist,28,0.0,0,0,0,0,0,G,690,0.0,0,True,True
4213,1,Morrodgers,7.0,Earth,0.0,PSO,23,0.0,4,157,142,416,196,G,691,0.0,915,False,False
4214,1,Freptic,1.0,Europa,0.0,Trappist,23,0.0,3,343,0,4280,0,E,262,1.0,4626,False,False
4215,1,Floaf,8.0,Mars,0.0,Trappist,34,1.0,992,0,14,0,0,D,145,1.0,1006,False,False
4216,2,Dratembid,9.0,Europa,1.0,Trappist,65,0.0,0,0,0,0,0,B,134,1.0,0,True,True
4216,2,Dratembid,9.0,Europa,1.0,Trappist,20,0.0,0,0,0,0,0,B,134,1.0,0,True,True
4218,2,Tert,3.0,Mars,1.0,Trappist,29,0.0,0,0,0,0,0,F,867,1.0,0,True,True
4218,2,Tert,3.0,Mars,0.0,Trappist,30,0.0,176,0,2310,0,17,F,867,1.0,2503,False,True
4219,3,Min,7.0,Mars,1.0,Trappist,3,0.0,0,0,0,0,0,F,868,1.0,0,True,True
4219,3,Min,7.0,Mars,0.0,Trappist,40,0.0,1268,0,0,0,0,F,868,1.0,1268,False,False
4219,3,Min,7.0,Mars,0.0,Trappist,32,0.0,1331,416,0,665,64,F,868,1.0,2476,False,False
4220,1,Acobson,5.0,Earth,0.0,Trappist,31,0.0,553,224,9,1,0,E,263,1.0,787,False,False
4221,1,Alshipson,8.0,Earth,0.0,Trappist,13,0.0,27,81,1080,0,0,F,869,1.0,1188,False,True
4222,2,Clean,5.0,Earth,0.0,Trappist,29,0.0,37,0,167,608,0,G,692,1.0,812,False,False
4222,2,Clean,5.0,Earth,0.0,Trappist,28,0.0,0,53,0,732,6,E,264,1.0,791,False,False
4223,2,Grean,7.0,Mars,0.0,Cancri,19,0.0,1184,88,0,0,334,F,790,0.0,1606,False,True
4223,2,Grean,7.0,Mars,0.0,Cancri,24,0.0,469,0,572,196,0,E,275,0.0,1237,False,True
4225,1,Melie,3.0,Mars,1.0,Trappist,22,0.0,0,0,0,0,0,E,266,1.0,0,True,False
4229,1,,,Earth,0.0,Cancri,13,0.0,406,0,1670,0,427,F,872,1.0,2503,False,False
4230,1,Wilkinner,4.0,Earth,0.0,Trappist,21,0.0,0,0,23,820,22,F,873,1.0,865,False,False
4231,1,Scottuez,7.0,Earth,0.0,Cancri,24,0.0,0,0,1435,10,0,F,791,0.0,1445,False,True
4232,1,Comessic,3.0,Europa,0.0,Trappist,47,0.0,0,4983,0,173,43,B,164,0.0,5199,False,True
4233,1,Parbage,4.0,Europa,0.0,Trappist,27,0.0,0,144,76,184,3932,B,135,1.0,4336,False,False
4237,1,Mirezavis,14.0,Earth,0.0,Trappist,18,0.0,0,0,774,0,13,E,277,0.0,787,False,True
4238,1,Calian,3.0,Europa,1.0,Cancri,36,0.0,0,0,0,0,0,B,165,0.0,0,True,True
4239,1,Alest,6.0,Earth,0.0,Trappist,68,0.0,0,1,223,580,0,F,875,1.0,804,False,False
4240,1,Roustorly,2.0,Europa,1.0,Trappist,31,0.0,0,0,0,0,0,C,152,0.0,0,True,True
4242,1,Ecate,3.0,Mars,1.0,Trappist,28,0.0,0,0,0,0,0,F,877,1.0,0,True,True
4243,1,Bau,8.0,Mars,0.0,Trappist,36,0.0,3002,21,150,0,0,D,136,0.0,3173,False,False
4244,1,Weaverays,8.0,Earth,0.0,Trappist,17,0.0,0,628,0,66,449,F,794,0.0,1143,False,True
4245,1,Ingston,11.0,Earth,1.0,Trappist,13,0.0,0,0,0,0,0,G,695,0.0,0,True,True
4246,1,Hamberterry,11.0,Earth,0.0,Trappist,30,0.0,0,10,0,3840,329,G,693,1.0,4179,False,False
4249,3,Inghting,4.0,Europa,0.0,Trappist,58,0.0,0,2946,0,101,387,B,166,0.0,3434,False,True
4249,3,Inghting,4.0,Europa,1.0,Trappist,43,0.0,0,0,0,0,0,B,166,0.0,0,True,True
4249,3,Inghting,4.0,Europa,0.0,Cancri,20,0.0,354,1546,323,284,315,B,166,0.0,2822,False,True
4251,1,Connelson,4.0,Earth,0.0,Trappist,29,0.0,715,0,0,698,106,F,879,1.0,1519,False,False
4252,1,Knoxtones,6.0,Earth,0.0,Trappist,15,0.0,156,1,1132,192,33,F,795,0.0,1514,False,True
4253,1,Gallandez,6.0,Earth,0.0,Trappist,30,0.0,488,0,242,0,79,G,696,1.0,809,False,False
4254,3,Idercaling,5.0,Europa,0.0,Cancri,33,0.0,5493,9401,23,3013,303,B,136,1.0,18233,False,False
4254,3,Idercaling,5.0,Europa,1.0,Trappist,25,0.0,0,0,0,0,0,B,136,1.0,0,True,True
4254,3,Idercaling,5.0,Europa,0.0,Trappist,62,0.0,0,22,0,3314,22,B,136,1.0,3358,False,False
4255,1,Hornettoney,9.0,Earth,1.0,PSO,41,0.0,0,0,0,0,0,G,697,1.0,0,True,True
4256,8,Garnes,15.0,Earth,0.0,Trappist,27,0.0,6,0,0,768,1141,F,880,1.0,1915,False,False
4256,8,Garnes,15.0,Earth,1.0,Trappist,18,0.0,0,0,0,0,0,G,698,1.0,0,True,False
4256,8,Garnes,15.0,Earth,1.0,Trappist,27,0.0,0,0,0,0,0,G,698,1.0,0,True,True
4256,8,Garnes,15.0,Earth,0.0,Trappist,19,0.0,571,0,0,97,813,F,880,1.0,1481,False,True
4256,8,Wooterston,5.0,Earth,0.0,Trappist,37,0.0,0,0,115,671,0,G,698,1.0,786,False,False
4256,8,Garnes,15.0,Earth,1.0,Trappist,24,0.0,0,0,0,0,0,G,698,1.0,0,True,False
4256,8,Garnes,15.0,Earth,0.0,Trappist,29,0.0,13,0,664,74,101,G,698,1.0,852,False,False
4256,8,Garnes,15.0,Earth,0.0,Cancri,44,0.0,0,0,608,0,91,F,880,1.0,699,False,False
4257,1,Serraynardy,3.0,Earth,0.0,Trappist,19,0.0,0,265,882,2,293,F,881,1.0,1442,False,False
4258,3,Perneernal,3.0,Europa,0.0,Trappist,39,0.0,0,266,0,1254,197,A,37,1.0,1717,False,False
4258,3,Perneernal,3.0,Europa,0.0,Trappist,63,0.0,0,490,1,2882,18,A,37,1.0,3391,False,False
4258,3,Perneernal,3.0,Europa,0.0,Trappist,39,0.0,9,1525,0,0,146,A,37,1.0,1680,False,False
4259,1,Raste,7.0,Mars,1.0,Trappist,41,0.0,0,0,0,0,0,F,796,0.0,0,True,True
4260,1,Kaney,5.0,Earth,1.0,Trappist,27,0.0,0,0,0,0,0,G,696,0.0,0,True,True
4261,1,Fatte,4.0,Mars,0.0,Cancri,56,0.0,412,492,9,117,33,D,137,0.0,1063,False,True
4262,2,Derterval,5.0,Europa,1.0,Trappist,22,0.0,0,0,0,0,0,C,135,1.0,0,True,True
4262,2,Derterval,5.0,Europa,0.0,Cancri,26,0.0,1,1269,4790,270,5116,C,135,1.0,11446,False,False
4264,1,Houseson,4.0,Earth,0.0,Trappist,24,0.0,0,0,0,0,1300,F,797,0.0,1300,False,False
4266,1,Beston,5.0,Earth,1.0,PSO,18,0.0,0,0,0,0,0,G,697,0.0,0,True,True
